,node,degree,betweenness,closeness,eigcent,bdc,diffslc_09,description,MLA_group
5409,HORVU.MOREX.r2.6HG0465250,32,25812,8.78E-07,0.007460705,12.41153189,1.247867823,Kelch repeat-containing protein 1,MLA
5410,HORVU.MOREX.r2.6HG0465380,6,0,8.77E-07,0.007425896,2.513019665,0.257985273,Diaminopimelate decarboxylase,MLA
5411,HORVU.MOREX.r2.6HG0465700,25,0,8.78E-07,0.005156065,10.16401162,1.021041621,Aspartate--tRNA ligase,MLA
5412,HORVU.MOREX.r2.6HG0465770,3,0,8.77E-07,6.82E-05,1.279587383,0.128020158,Protein VERNALIZATION INSENSITIVE 3,HvInt
5413,HORVU.MOREX.r2.6HG0465890,23,7197,8.77E-07,0.001501912,13.57043821,1.358395542,DNA-directed RNA polymerase subunit,HvInt
5414,HORVU.MOREX.r2.6HG0466040,184,1368765.846,8.78E-07,0.000163795,30.15725318,3.015872734,COP9 signalosome complex subunit 5,MLA
5415,HORVU.MOREX.r2.6HG0466110,1,0,8.75E-07,1.01E-07,0.88627576,0.088627666,Receptor kinase,HvInt
5416,HORVU.MOREX.r2.6HG0466150,1,0,8.75E-07,9.23E-08,0.879247433,0.087924826,Receptor kinase,HvInt
5417,HORVU.MOREX.r2.6HG0466170,1,0,8.74E-07,1.46E-07,0.925308114,0.092530943,Receptor kinase,HvInt
5418,HORVU.MOREX.r2.6HG0466350,1,0,8.76E-07,8.05E-08,0.869198681,0.086919941,Receptor kinase,HvInt
5419,HORVU.MOREX.r2.6HG0466390,1,0,8.75E-07,1.11E-07,0.895412539,0.089541354,Receptor kinase,HvInt
5420,HORVU.MOREX.r2.6HG0466830,5,0,8.76E-07,0.006196755,1.333075306,0.13888461,Fatty acid oxidation complex subunit alpha,MLA
5421,HORVU.MOREX.r2.6HG0467870,14,40201,8.77E-07,0.000177299,4.113037981,0.411463367,Ethylene-responsive transcription factor,HvInt
5422,HORVU.MOREX.r2.6HG0467880,5,0,8.77E-07,0.002192624,1.746518754,0.176625237,EH domain-containing protein 1,HvInt
5423,HORVU.MOREX.r2.6HG0467890,42,0,8.78E-07,0.01041423,26.28502011,2.637874817,T-complex protein 1 subunit eta,HvInt
5424,HORVU.MOREX.r2.6HG0467930,7,0,8.78E-07,0.006750566,1.639022412,0.16997775,Single-stranded DNA-binding protein WHY3,HvInt
5425,HORVU.MOREX.r2.6HG0467940,15,0,8.78E-07,0.000303472,8.498689021,0.850142027,glucuronoxylan 4-O-methyltransferase-like protein (DUF579),HvInt
5426,HORVU.MOREX.r2.6HG0467990,73,559.2568868,8.78E-07,0.000549645,10.08737934,1.009232614,O-fucosyltransferase family protein,HvInt
5427,HORVU.MOREX.r2.6HG0468110,25,193846.4964,8.78E-07,7.11E-05,1.271243013,0.127188292,"Sugar transporter, putative",MLA
5428,HORVU.MOREX.r2.6HG0468390,10,0,8.77E-07,0.000182067,2.763105372,0.276474397,Membrane protein,HvInt
5429,HORVU.MOREX.r2.6HG0468620,14,0,8.78E-07,0.002111258,9.562235074,0.95812364,Non-specific serine/threonine protein kinase,HvInt
5430,HORVU.MOREX.r2.6HG0468640,16,0,8.78E-07,0.001822195,9.697402366,0.971380212,Non-specific serine/threonine protein kinase,HvInt
5431,HORVU.MOREX.r2.6HG0469000,1217,1841036.467,8.78E-07,0.369300533,446.1859322,44.9509637,Polyubiquitin,MLA
5432,HORVU.MOREX.r2.6HG0469030,1217,3451482.378,8.78E-07,0.334523496,427.2018043,43.02125158,Polyubiquitin protein,MLA
5433,HORVU.MOREX.r2.6HG0469220,1,0,8.78E-07,2.36E-08,0.800929721,0.080092993,Myb transcription factor,HvInt
5434,HORVU.MOREX.r2.6HG0469320,14,8209,8.77E-07,0.000190378,10.0597767,1.00614901,Exosome complex component rrp4,HvInt
5435,HORVU.MOREX.r2.6HG0469430,29,7027,8.78E-07,0.037253344,6.571755365,0.690703546,Ubiquitin thioesterase OTU1,HvInt
5436,HORVU.MOREX.r2.6HG0469440,17,0,8.78E-07,0.000113407,13.16219608,1.316321674,Auxin response factor,HvInt
5437,HORVU.MOREX.r2.6HG0469570,1,0,8.77E-07,0.000171469,0.852289926,0.085383315,embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein,HvInt
5438,HORVU.MOREX.r2.6HG0469590,20,0,8.78E-07,0.001442919,11.03145106,1.104443733,DNA-directed RNA polymerase subunit,HvInt
5439,HORVU.MOREX.r2.6HG0469630,1,0,1.94E-08,0,0.853115754,0.085311575,Receptor-like kinase,HvInt
5440,HORVU.MOREX.r2.6HG0469980,1,0,1.94E-08,0,0.864899858,0.086489986,Tyrosyl-DNA phosphodiesterase 2,HvInt
5441,HORVU.MOREX.r2.6HG0470060,11,0,8.76E-07,0.000525728,9.692510175,0.969724173,Exosome complex component,HvInt
5442,HORVU.MOREX.r2.6HG0470070,8,0,8.77E-07,0.012058352,3.215477032,0.33240022,Tubulin beta chain,MLA
5443,HORVU.MOREX.r2.6HG0470090,8,0,8.78E-07,6.37E-06,1.892345897,0.189240319,SAUR-like auxin-responsive protein family,HvInt
5444,HORVU.MOREX.r2.6HG0470120,5,14053,8.77E-07,6.95E-05,2.42060871,0.242123379,Urease accessory protein UreF,HvInt
5445,HORVU.MOREX.r2.6HG0470280,14,0,8.77E-07,0.000424101,1.920387242,0.192420415,Flotillin-like protein 1,HvInt
5446,HORVU.MOREX.r2.6HG0470320,1,0,8.75E-07,4.29E-05,0.849526966,0.084991305,OTU domain-containing protein,HvInt
5447,HORVU.MOREX.r2.6HG0470340,4,0,8.77E-07,0.000328138,2.389306623,0.239225986,Porphobilinogen deaminase,HvInt
5448,HORVU.MOREX.r2.6HG0470600,7,0,8.76E-07,0.00051703,1.662632818,0.166728609,"Ubiquitin system component Cue protein, putative",HvInt
5449,HORVU.MOREX.r2.6HG0470810,13,0,8.77E-07,0.005696827,5.227032098,0.527830354,Sucrose-phosphate synthase,MLA
5450,HORVU.MOREX.r2.6HG0470950,4,2127.772144,8.78E-07,2.08E-07,1.603718882,0.160372076,PLATZ transcription factor,HvInt
5451,HORVU.MOREX.r2.6HG0471020,51,3031.358882,8.78E-07,0.000877183,17.85647115,1.78643658,"Homeobox protein knotted-1, putative",HvInt
5452,HORVU.MOREX.r2.6HG0471060,1,0,8.72E-07,2.35E-07,0.863589691,0.086359181,Kinase family protein,HvInt
5453,HORVU.MOREX.r2.6HG0471070,34,0,8.77E-07,0.021512821,26.33213118,2.652574657,Proteasome subunit beta type,MLA
5454,HORVU.MOREX.r2.6HG0471110,9,0,8.78E-07,0.000352495,2.450575933,0.245374838,Two-component response regulator,HvInt
5455,HORVU.MOREX.r2.6HG0471130,7,0,8.77E-07,0.006789695,3.710063446,0.37711707,ATP-dependent chaperone ClpB,MLA
5456,HORVU.MOREX.r2.6HG0471160,22,455952.1039,8.78E-07,1.66E-05,4.080700272,0.40808499,V-type ATP synthase subunit D,HvInt
5457,HORVU.MOREX.r2.6HG0471170,13,0,8.78E-07,0.004152557,3.788610585,0.382598359,Ubiquitin fusion degradation 1-like protein,HvInt
5458,HORVU.MOREX.r2.6HG0471210,37,62936,8.78E-07,0.004302327,9.590890694,0.962961163,WRKY transcription factor,MLA
5459,HORVU.MOREX.r2.6HG0471220,2,0,8.76E-07,0.000777663,1.001870363,0.100886933,Thiamine-phosphate synthase,HvInt
5460,HORVU.MOREX.r2.6HG0471460,8,0.005434783,8.78E-07,0.001049827,1.695221561,0.170467,Ubiquitin carboxyl-terminal hydrolase,HvInt
5461,HORVU.MOREX.r2.6HG0471470,1,0,8.75E-07,4.14E-07,0.875256835,0.087526056,"Protein phosphatase 2c, putative",HvInt
5462,HORVU.MOREX.r2.6HG0471500,35,587.0383362,8.78E-07,0.014891945,3.51953474,0.365356224,Histone H4,HvInt
5463,HORVU.MOREX.r2.6HG0471530,1,0,1.94E-08,0,0.839869711,0.083986971,L-gulonolactone oxidase,HvInt
5464,HORVU.MOREX.r2.6HG0471620,2,0,8.76E-07,2.72E-06,0.899572355,0.089959681,U2 snRNP-associated SURP motif-containing protein,HvInt
5465,HORVU.MOREX.r2.6HG0471630,10,0,8.78E-07,0.003852061,3.329079333,0.336374788,"3-hydroxyisobutyrate dehydrogenase, putative",MLA
5466,HORVU.MOREX.r2.6HG0471860,2,0,8.78E-07,5.68E-06,0.925152925,0.092520406,Bidirectional sugar transporter SWEET,HvInt
5467,HORVU.MOREX.r2.6HG0471900,1,0,8.76E-07,6.69E-07,0.857818001,0.085782402,Autophagy-related protein 11,HvInt
5468,HORVU.MOREX.r2.6HG0471980,289,49595.22026,8.78E-07,0.00249925,64.57655311,6.459904636,Heptahelical transmembrane protein 2,HvInt
5469,HORVU.MOREX.r2.6HG0472020,3,16710.97785,8.78E-07,1.25E-05,0.802789162,0.080290175,Rad23 UV excision repair protein family,HvInt
5470,HORVU.MOREX.r2.6HG0472090,8,0,8.78E-07,2.70E-06,6.796866708,0.6796891,Fatty acid hydroxylase superfamily,HvInt
5471,HORVU.MOREX.r2.6HG0472100,8,0,8.77E-07,0.007468177,1.436524832,0.150373843,Flavin-containing monooxygenase,MLA
5472,HORVU.MOREX.r2.6HG0472140,15,0,8.78E-07,0.000951165,10.17759119,1.018615168,DNA-directed RNA polymerase subunit beta,HvInt
5473,HORVU.MOREX.r2.6HG0472210,9,0,8.77E-07,0.007610928,4.127814735,0.419631309,Protein transport protein Sec61 subunit gamma,HvInt
5474,HORVU.MOREX.r2.6HG0472370,3,0,8.77E-07,0.000420591,1.095097787,0.10988831,Non-specific serine/threonine protein kinase,HvInt
5475,HORVU.MOREX.r2.6HG0472690,4,0,8.77E-07,0.008350877,2.391391414,0.24665493,Calcium-transporting ATPase,MLA
5476,HORVU.MOREX.r2.6HG0472760,15,13980,8.77E-07,0.003640403,4.660806274,0.46935699,Regulator of chromosome condensation (RCC1) family protein,HvInt
5477,HORVU.MOREX.r2.6HG0472890,96,43652.84634,8.78E-07,0.002013048,37.64643266,3.766455009,Receptor-like protein kinase,MLA
5478,HORVU.MOREX.r2.6HG0472920,1,0,8.77E-07,9.95E-06,0.83427091,0.083436044,Proline-rich protein PRCC,HvInt
5479,HORVU.MOREX.r2.6HG0472970,9,21070,8.78E-07,0.002848078,2.94252375,0.296815645,ENTH/ANTH/VHS superfamily protein,HvInt
5480,HORVU.MOREX.r2.6HG0473020,1,0,8.73E-07,6.26E-05,0.960687783,0.09612511,Reticulon-like protein,HvInt
5481,HORVU.MOREX.r2.6HG0473090,1,0,8.76E-07,0,0.843700324,0.084370032,BZIP transcription factor,HvInt
5482,HORVU.MOREX.r2.6HG0473200,111,90153.44933,8.78E-07,0.000753521,40.95027818,4.095705987,"Receptor protein kinase, putative",HvInt
5483,HORVU.MOREX.r2.6HG0473250,1,0,8.76E-07,0.000102019,0.839816152,0.084073432,Protein kinase,MLA
5484,HORVU.MOREX.r2.6HG0473270,21,493.0837917,8.78E-07,0.002867558,2.78411807,0.280992609,Myb family transcription factor APL,HvInt
5485,HORVU.MOREX.r2.6HG0473280,1,0,8.75E-07,7.65E-07,0.931555469,0.093156235,Aldehyde dehydrogenase,HvInt
5486,HORVU.MOREX.r2.6HG0473310,40,0,8.78E-07,0.000665772,4.139364031,0.414535598,LEM3 (Ligand-effect modulator 3)-like,HvInt
5487,HORVU.MOREX.r2.6HG0473420,2,0,8.77E-07,0.001053725,1.754868442,0.176435197,Cytochrome P450,HvInt
5488,HORVU.MOREX.r2.6HG0473830,2,0,8.77E-07,0.000157698,0.907505473,0.090892475,Glyceraldehyde-3-phosphate dehydrogenase,HvInt
5489,HORVU.MOREX.r2.6HG0474000,3,0,8.78E-07,0.004297047,0.980920902,0.101959432,DNA (Cytosine-5-)-methyltransferase,MLA
5490,HORVU.MOREX.r2.6HG0474050,3,42.19908984,8.78E-07,1.32E-06,0.802789162,0.080280104,Nicotianamine synthase,HvInt
5491,HORVU.MOREX.r2.6HG0474240,32,0,8.77E-07,0.023006566,7.675964639,0.788302373,Phosphoglycerate kinase,MLA
5492,HORVU.MOREX.r2.6HG0474300,8,0,8.77E-07,0.000135571,1.472083847,0.147330398,"Glucan endo-1,3-beta-glucosidase",HvInt
5493,HORVU.MOREX.r2.6HG0474380,7,0.005434783,8.78E-07,0.000388644,1.098233257,0.110173105,Kinase family protein,MLA
5494,HORVU.MOREX.r2.6HG0474390,55,0,8.77E-07,0.059866303,32.85862726,3.339742399,26S protease regulatory subunit,MLA
5495,HORVU.MOREX.r2.6HG0474400,5,0,8.77E-07,0.000592464,1.111271922,0.11166041,C2 and GRAM domain-containing protein,MLA
5496,HORVU.MOREX.r2.6HG0474410,2,0,8.76E-07,3.49E-05,1.062822027,0.106313632,Pentatricopeptide repeat-containing protein,HvInt
5497,HORVU.MOREX.r2.6HG0474430,70,14048,8.78E-07,0.040805344,28.53935696,2.890660506,Actin-related family protein,HvInt
5498,HORVU.MOREX.r2.6HG0474680,9,0,8.77E-07,0.008765667,4.59940773,0.467829873,DNA damage-inducible protein 1,HvInt
5499,HORVU.MOREX.r2.6HG0474890,1,0,1.94E-08,0,0.919546319,0.091954632,ADP-ribosylation factor GTPase-activating protein AGD12,HvInt
5500,HORVU.MOREX.r2.6HG0475010,1,0,8.76E-07,0.000173328,0.866127015,0.086768697,Regulator of chromosome condensation (RCC1) family protein,HvInt
5501,HORVU.MOREX.r2.6HG0475080,3,0,8.76E-07,5.95E-05,2.717003053,0.271753874,MLO-like protein,HvInt
5502,HORVU.MOREX.r2.6HG0475110,3,0,8.77E-07,0.001635274,1.008648188,0.102336565,Fumarylacetoacetase,HvInt
5503,HORVU.MOREX.r2.6HG0475120,2,0,8.77E-07,5.78E-07,0.868231456,0.086823665,Pectin lyase-like superfamily protein,HvInt
5504,HORVU.MOREX.r2.6HG0475180,8,14053,8.77E-07,5.27E-05,4.68356959,0.468404364,"Outer envelope protein 80, chloroplastic",HvInt
5505,HORVU.MOREX.r2.6HG0475280,1,0,8.74E-07,9.83E-05,0.945219135,0.094610386,DUF1680 domain protein,HvInt
5506,HORVU.MOREX.r2.6HG0475350,7,0,8.77E-07,0.007733702,4.350142222,0.441974554,TBCC domain-containing protein 1,MLA
5507,HORVU.MOREX.r2.6HG0475380,51,29977.55761,8.78E-07,0.00042217,15.6242196,1.562801913,Receptor-like protein kinase,MLA
5508,HORVU.MOREX.r2.6HG0475440,26,7023,8.77E-07,0.000299211,8.160963901,0.81636568,Receptor-like kinase,HvInt
5509,HORVU.MOREX.r2.6HG0475510,3,0,8.75E-07,0.000841764,1.566142664,0.157371854,Non-structural maintenance of chromosome element 4,HvInt
5510,HORVU.MOREX.r2.6HG0475590,2,0,8.77E-07,0.00115811,1.760186546,0.177060954,Chaperone protein dnaJ,HvInt
5511,HORVU.MOREX.r2.6HG0475730,29,103880.7283,8.78E-07,0.001314513,7.766682063,0.777851268,Citrate synthase,HvInt
5512,HORVU.MOREX.r2.6HG0475750,5,7027,8.76E-07,0.001345133,2.22318634,0.223529254,Protein YIF1B,HvInt
5513,HORVU.MOREX.r2.6HG0475760,30,21078,8.78E-07,0.000229859,3.811418025,0.381348676,Histone H3,HvInt
5514,HORVU.MOREX.r2.6HG0475780,147,201816.2675,8.78E-07,0.004113645,66.22887644,6.626589925,SWI/SNF complex subunit SWI3B,MLA
5515,HORVU.MOREX.r2.6HG0475840,49,12160.85833,8.78E-07,0.003340903,7.585643907,0.761571204,Mitotic spindle checkpoint protein BUBR1,HvInt
5516,HORVU.MOREX.r2.6HG0476190,17,0,8.78E-07,0.000243958,3.463206139,0.346540176,Receptor-like protein kinase,HvInt
5517,HORVU.MOREX.r2.6HG0476220,17,0,8.78E-07,0.00037548,3.902762635,0.390614196,Receptor-like protein kinase,HvInt
5518,HORVU.MOREX.r2.6HG0476250,6,0,8.77E-07,0.008304284,2.274323095,0.234906165,"Peroxiredoxin, putative",MLA
5519,HORVU.MOREX.r2.6HG0476320,23,21078,8.78E-07,0.009656331,6.180370939,0.626727792,S-adenosylmethionine synthase,HvInt
5520,HORVU.MOREX.r2.6HG0476330,2,0,8.76E-07,0.001390843,1.807842214,0.18203598,Autophagy-related protein 2,HvInt
5521,HORVU.MOREX.r2.6HG0476340,43,0.285714286,8.78E-07,0.001781743,2.349147114,0.23651828,Methyl-CpG-binding domain-containing protein 9,HvInt
5522,HORVU.MOREX.r2.6HG0476600,10,0,8.77E-07,9.52E-05,1.447163474,0.144801989,Amino acid transporter-like protein,HvInt
5523,HORVU.MOREX.r2.6HG0476630,7,0,8.77E-07,0.000335246,1.704288554,0.170730577,Alpha/beta-Hydrolases superfamily protein,MLA
5524,HORVU.MOREX.r2.6HG0476720,45,7026,8.78E-07,0.000278361,17.34968993,1.735219518,Receptor-like protein kinase,HvInt
5525,HORVU.MOREX.r2.6HG0476760,8,7027,8.78E-07,0.000377035,2.742030626,0.274542395,ABC transporter B family protein,HvInt
5526,HORVU.MOREX.r2.6HG0477020,8,13947,8.78E-07,6.52E-05,2.025877155,0.202646398,Mediator of RNA polymerase II transcription subunit 11,HvInt
5527,HORVU.MOREX.r2.6HG0477060,5,33836.40625,8.78E-07,6.83E-05,1.124648603,0.112526291,Subtilisin-like protease,MLA
5528,HORVU.MOREX.r2.6HG0477260,7,0,8.77E-07,0.008540221,3.057735422,0.313459742,"Alcohol dehydrogenase, putative",MLA
5529,HORVU.MOREX.r2.6HG0477640,4,0.005434783,8.78E-07,0.000115504,0.952005528,0.095304507,Protein kinase family protein,HvInt
5530,HORVU.MOREX.r2.6HG0478410,1,0,1.94E-08,0,0.84034837,0.084034837,MOB kinase activator-like 1A,HvInt
5531,HORVU.MOREX.r2.6HG0478620,20,0,8.78E-07,0.0006572,3.092995679,0.309891048,"ADP,ATP carrier protein",HvInt
5532,HORVU.MOREX.r2.6HG0478730,1,0,8.75E-07,0.000309581,0.925154761,0.092794099,3-ketoacyl-CoA synthase,HvInt
5533,HORVU.MOREX.r2.6HG0478760,56,0,8.77E-07,0.059286994,34.68451363,3.521809658,"26S protease regulatory subunit, putative",MLA
5534,HORVU.MOREX.r2.6HG0478780,8,2289.795531,8.78E-07,8.56E-05,2.860018402,0.286078861,"transmembrane protein, putative (Protein of unknown function, DUF642)",HvInt
5535,HORVU.MOREX.r2.6HG0478990,4,0,8.77E-07,0.000150797,1.192564838,0.119392201,Agenet domain-containing protein-like,HvInt
5536,HORVU.MOREX.r2.6HG0479020,4,0,8.78E-07,7.23E-05,1.469042746,0.146969326,Peptidyl-prolyl cis-trans isomerase,HvInt
5537,HORVU.MOREX.r2.6HG0479090,16,69845.38285,8.78E-07,0.000506143,3.479449379,0.348400467,Ran-binding zinc finger protein,HvInt
5538,HORVU.MOREX.r2.6HG0479200,159,200249.1264,8.78E-07,0.004631588,65.99473933,6.603642362,60S ribosomal protein L27,MLA
5539,HORVU.MOREX.r2.6HG0479210,28,15848.19256,8.78E-07,7.13E-05,10.53817522,1.053881734,Transcription factor,HvInt
5540,HORVU.MOREX.r2.6HG0479310,4,0,8.76E-07,0.001624424,3.685508378,0.37001282,Nuclear pore complex protein NUP205,HvInt
5541,HORVU.MOREX.r2.6HG0479380,89,58851.712,8.78E-07,0.011263457,11.85475861,1.195612972,Histone deacetylase,MLA
5542,HORVU.MOREX.r2.6HG0479390,3,0,8.77E-07,0.000159865,2.558079766,0.255951855,ATP dependent RNA helicase,HvInt
5543,HORVU.MOREX.r2.6HG0479430,14,1380.841703,8.78E-07,0.000157398,3.222858395,0.322427498,Ethylene-responsive transcription factor,HvInt
5544,HORVU.MOREX.r2.6HG0479680,1,0,8.74E-07,0.000111141,0.934277712,0.093527798,DUF4050 family protein,HvInt
5545,HORVU.MOREX.r2.6HG0479730,35,17664.58483,8.78E-07,0.000241384,10.74456859,1.074674105,F-box protein,MLA
5546,HORVU.MOREX.r2.6HG0479930,27,0,8.78E-07,0.000191363,2.657474843,0.265919711,ATP-binding cassette transporter subfamily A member,HvInt
5547,HORVU.MOREX.r2.6HG0480040,18,18886,8.77E-07,0.007308479,4.263612719,0.432938903,Histone deacetylase,MLA
5548,HORVU.MOREX.r2.6HG0480070,12,334,8.77E-07,0.001308026,5.531874412,0.554364664,Protein CLP1 homolog,HvInt
5549,HORVU.MOREX.r2.6HG0480120,23,1,8.77E-07,0.008739574,9.562474231,0.96411304,Serine/threonine-protein phosphatase,MLA
5550,HORVU.MOREX.r2.6HG0480260,3,0,8.78E-07,0.000766351,0.97862262,0.098551978,Ribosomal RNA small subunit methyltransferase B,HvInt
5551,HORVU.MOREX.r2.6HG0480450,33,32927.32801,8.78E-07,0.006362293,13.51686419,1.357412482,Aminopeptidase,MLA
5552,HORVU.MOREX.r2.6HG0480620,1,0,8.75E-07,1.46E-07,0.84918611,0.084918742,Kinase family protein,HvInt
5553,HORVU.MOREX.r2.6HG0480750,6,26516.49706,8.78E-07,8.96E-05,2.538911656,0.253971769,Beta-galactosidase,MLA
5554,HORVU.MOREX.r2.6HG0480800,18,18,8.77E-07,7.45E-05,6.443680028,0.644435034,Vacuolar-processing enzyme,HvInt
5555,HORVU.MOREX.r2.6HG0480840,37,21075,8.78E-07,0.000498166,6.27797501,0.62824585,Tetraspanin family protein,HvInt
5556,HORVU.MOREX.r2.6HG0480880,2,0,8.77E-07,3.85E-06,0.911105505,0.091114015,GATA transcription factor,HvInt
5557,HORVU.MOREX.r2.6HG0481060,13,11793.64137,8.78E-07,0.005108989,4.169283882,0.421526479,ATP synthase subunit beta,MLA
5558,HORVU.MOREX.r2.6HG0481070,13,0,8.77E-07,0.007876362,9.362548812,0.943343607,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B,MLA
5559,HORVU.MOREX.r2.6HG0481300,1,0,8.74E-07,3.57E-06,0.907614457,0.090764658,Spindle and kinetochore-associated protein 1 like,HvInt
5560,HORVU.MOREX.r2.6HG0481710,5,0,8.77E-07,6.17E-05,1.979169287,0.197972419,Poly(A) polymerase,HvInt
5561,HORVU.MOREX.r2.6HG0481770,38,0.176100629,8.78E-07,0.157595492,23.87214773,2.529050715,50S ribosomal protein L21,HvInt
5562,HORVU.MOREX.r2.6HG0481830,6,0,8.77E-07,0.000151181,1.765960896,0.176732153,Copine-1,MLA
5563,HORVU.MOREX.r2.6HG0482280,52,42160,8.77E-07,0.017916054,10.21224624,1.037349073,Pollen-specific protein SF21,HvInt
5564,HORVU.MOREX.r2.6HG0482600,6,14049,8.77E-07,3.83E-06,2.502466356,0.250250083,Protein kinase family protein,HvInt
5565,HORVU.MOREX.r2.6HG0482920,4,0,8.77E-07,4.45E-06,1.435286343,0.14353264,Ethylene-responsive transcription factor-like protein,HvInt
5566,HORVU.MOREX.r2.6HG0483020,10,14049,8.77E-07,0.007967448,5.533594389,0.560530142,Neutral/alkaline invertase,MLA
5567,HORVU.MOREX.r2.6HG0483210,3,0,8.76E-07,2.37E-05,2.743298775,0.27435122,Ankyrin repeat-containing protein,HvInt
5568,HORVU.MOREX.r2.6HG0483230,3,0,8.76E-07,2.43E-05,2.751115997,0.275133451,AAA-type ATPase family protein/ankyrin repeat protein,HvInt
5569,HORVU.MOREX.r2.6HG0483250,10,0,8.78E-07,0.008917106,3.207496327,0.328775028,SNARE-interacting protein KEULE,MLA
5570,HORVU.MOREX.r2.6HG0483290,5,0,8.78E-07,0.000187624,4.257650126,0.425933874,Protein phosphatase 2C containing protein,HvInt
5571,HORVU.MOREX.r2.6HG0483590,6,1,8.77E-07,0.005861054,2.808299424,0.286104891,Apoptosis inhibitor 5,MLA
5572,HORVU.MOREX.r2.6HG0483720,2,0,8.77E-07,2.07E-05,0.920920401,0.092110661,Protein SIP5,HvInt
5573,HORVU.MOREX.r2.6HG0483840,87,269754.2316,8.78E-07,0.003286918,34.97671332,3.500629558,"Cyclic nucleotide-gated ion channel, putative",HvInt
5574,HORVU.MOREX.r2.6HG0483850,2,0,8.78E-07,0.00031589,0.87959263,0.088243564,WD repeat protein,HvInt
5575,HORVU.MOREX.r2.6HG0484160,1,0,8.76E-07,6.35E-07,0.828544261,0.082854997,MYB family protein,MLA
5576,HORVU.MOREX.r2.6HG0484190,27,50,8.77E-07,0.005617627,16.03703225,1.608759089,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase",MLA
5577,HORVU.MOREX.r2.6HG0484240,137,942.9722311,8.78E-07,0.81736758,84.01282336,9.136913158,40S ribosomal protein S24,MLA
5578,HORVU.MOREX.r2.6HG0484350,23,8,8.77E-07,0.004836178,5.247470781,0.529099638,Transcription factor GTE4,HvInt
5579,HORVU.MOREX.r2.6HG0485120,3,0,8.77E-07,0.004180509,0.974654789,0.101227937,DNA repair family protein,MLA
5580,HORVU.MOREX.r2.6HG0485270,2,1,1.94E-08,0,1.717185131,0.171718513,Calmodulin binding protein-like protein,HvInt
5581,HORVU.MOREX.r2.6HG0485390,71,7027.285714,8.78E-07,0.007774191,9.624773229,0.969474095,E2F transcription factor,HvInt
5582,HORVU.MOREX.r2.6HG0485700,3,0,8.78E-07,2.29E-06,0.902154842,0.090217546,High mobility group family protein,HvInt
5583,HORVU.MOREX.r2.6HG0485900,19,0,8.77E-07,0.001006494,6.193955087,0.620301353,Prohibitin,HvInt
5584,HORVU.MOREX.r2.6HG0485920,16,27470,8.78E-07,0.001066748,3.001679768,0.30112805,Isopropylmalate dehydrogenase,HvInt
5585,HORVU.MOREX.r2.6HG0486090,3,0,8.76E-07,0.00206715,1.078798631,0.109740298,Chaperone protein dnaJ-related-like,HvInt
5586,HORVU.MOREX.r2.6HG0486400,2,0,8.76E-07,0.001851633,0.961308658,0.097797336,Phosphatase 2C family protein,HvInt
5587,HORVU.MOREX.r2.6HG0486440,18,1,8.77E-07,0.000795688,4.520489577,0.452765077,Vesicle transport protein,HvInt
5588,HORVU.MOREX.r2.6HG0486460,5,0,8.77E-07,0.000524867,2.206938716,0.221166252,RNA-binding protein,HvInt
5589,HORVU.MOREX.r2.6HG0486770,8,0,8.77E-07,0.004963764,2.672090992,0.271676487,Vacuolar protein sorting-associated protein 29,MLA
5590,HORVU.MOREX.r2.6HG0486870,67,11074.3781,8.78E-07,0.000448456,23.04130706,2.304534316,Receptor kinase-like protein,HvInt
5591,HORVU.MOREX.r2.6HG0487080,6,0,8.77E-07,0.000107818,3.951007733,0.39519781,Cryptochrome-1,HvInt
5592,HORVU.MOREX.r2.6HG0487260,5,0,8.78E-07,0.007686035,3.193111137,0.326228545,Elongation factor 4,MLA
5593,HORVU.MOREX.r2.6HG0487560,1,0,8.77E-07,3.60E-08,0.800929721,0.080093004,Polyamine oxidase,HvInt
